title,subject
Alfie at Nursery School,"Children's fiction,Picture books"
Frankfurt,"Names, personal, fiction,Pets, fiction,Children's fiction,Dogs, fiction,Picture books"
Under the Canopy,"Trees, juvenile literature,Picture books,Trees"
Hilda and the Stone Forest,"Children's fiction,Picture books"
All the Year Round,"Stories in rhyme,Children's fiction,Seasons, fiction,Picture books"
12 Little Elves Visit Colorado,"Stories in rhyme,Christmas, fiction,Children's fiction,Colorado, fiction,Picture books"
Peace at Last,"Picture books,Children's fiction,Sleep, fiction"
The Steves,"Children's fiction,Picture books"
Little Toot,"Picture books,Tugboats,Accessible book,Protected DAISY,Fear,Picture books for children"
A Perfect Day,"Children's fiction,Picture books"
Back to the Future,"Children's fiction,Picture books"
Museum,"Coloring books,Picture books,Children's fiction,Museums,Games,Student activities,Creative activities and seat work,Museums, juvenile literature"
12 Little Elves Visit Montana,"Stories in rhyme,Children's fiction,Picture books"
Inventors Who Changed the World,"Inventors, juvenile literature,Picture books,Toy and movable books,Inventors"
Flying Machines,"Flight,Picture books,Flight, juvenile literature"
Chip wants a dog,"Picture books,Juvenile fiction,Fiction,Accessible book,Weimaraners,Dogs, fiction,Protected DAISY,Children's fiction,Weimaraner (Dog breed),Dogs"
Behind the Circus Tent,"Animals,Children's fiction,Picture books"
Little Concepts : ABC Shapes,"Picture books,Toy and movable books,Size perception, juvenile literature,Alphabet books,Size and shape,English language, alphabet, juvenile literature"
Poppy and Mozart,"Musicians, fiction,Children's fiction,Picture books"
Princesses are not good at everything,"Picture books,Juvenile fiction,Protected DAISY,Fiction,Self-perception,Princesses,Accessible book"
El Dia Que Pigasso Conocio A Mutisse,"Animals, fiction,Accessible book,Protected DAISY,Children's fiction,Picture books"
A House for Everyone,"Children's fiction,Picture books"
We're Going to the Zoo!,"Zoos, fiction,Children's fiction,Picture books"
Alphabet of Alphabets,"Picture books,Vocabulary,Vocabulary, juvenile literature,Alphabet,Puzzles,English language, alphabet, juvenile literature,Puzzles, juvenile literature"
Brian the Lion Goes into Space,"Stories in rhyme,Children's fiction,Picture books"
My Treasure Box of Fairy Tales,"Fairy tales,Children's fiction,Toy and movable books,Picture books"
A Bike Like Sergio's,"Friendship, fiction,Children's fiction,Picture books"
The Little Mermaid  (Well Loved Tales),"Fairy tales,Juvenile,Kids,Picture Books,Fantasy,Fables,Easy reading,Fiction,Children's,Hans Christian Anderson (1805-1875),Stories,Folklore,Books,Children"
My town,"Donna Harsh Collection,Occupations, fiction,Picture books,Occupations,Small town life,Juvenile fiction,Cities and towns, fiction,Photography of dogs,Fiction,Report writing,Accessible book,Photography,Dogs, fiction,Protected DAISY,Children's fiction,Dogs,City and town life"
In Shape,"Picture books,Size and shape,Toy and movable books,Size perception, juvenile literature"
Counting dinosaurs,"Counting,Picture books,Picture puzzles,Accessible book,Puzzles, juvenile literature,Board books,Puzzles,Dinosaurs,JUVENILE NONFICTION / Concepts / Counting & Numbers,Protected DAISY,Toy and movable books,JUVENILE NONFICTION / Animals / Dinosaurs & Prehistoric Creatures,Juvenile literature,Dinosaurs, juvenile literature"
Pete the Cat. Three Bite Rule,"Food, fiction,Picture books,Children's fiction,Schools, fiction"
Mammoth pie,"Mammoths,Elephants, fiction,Picture books,Juvenile fiction,Prehistoric peoples,Fiction,Cave dwellers,Accessible book,Protected DAISY,Prehistoric Hunting,Food, fiction,Children's fiction,Pictorial works"
Prince George and the royal potty,"Toilet training,Princes,Juvenile fiction,Boys,Accessible book,Protected DAISY,Princesses, fiction,Children's fiction,Picture books"
"Love, Mama","Penguins, fiction,Mother and child, fiction,Love, fiction,Children's fiction,Picture books"
16 words,"Physicians,Picture books,Authors, juvenile literature,United states, biography, juvenile literature,Physicians, juvenile literature,Authors"
Little hugs from little loves,"Stories in rhyme,Children's fiction,Picture books"
First Shapes,"Color,Picture books,Size and shape,Color, juvenile literature,Size perception, juvenile literature"
I'm a Bulldozer,"Picture books,JUVENILE FICTION / Business, Careers, Occupations,Juvenile fiction,JUVENILE FICTION / Transportation / Cars & Trucks,Fiction,Accessible book,Protected DAISY,Bulldozers,JUVENILE FICTION / Legends, Myths, Fables / City & Town Life,Children's fiction"
I am responsible!,"Conduct of life,Picture books,Juvenile fiction,Fiction,Accessible book,Responsibility,Protected DAISY,Children"
Engines At Work,"Non-Fiction,Picture books,Cranes,Freight trucks,Industrial power trucks,Kid's,Industrial motor vehicles,Literature,Dump trucks,Tractors,Pictorial works,BRIMAX 2-5 Years,Cement trucks,Board book,Children's,Stories,Road rollers,Juvenile,Toddler to K,8pg,Books,Bulldozers,Children,Ditch diggers"
The Elders at the Door,"Children's fiction,Picture books"
Get Set for Fun,"Recreation,Picture books,Amusements, juvenile literature,Readers"
Doctor Who,"Television programs,Picture books,Television programs, juvenile literature"
In the Fish Tank,"Fishes, juvenile literature,Tropical fish,Picture books,Readers"
Birds of a feather,"Aladdin (Legendary character),Picture books,Children's stories, American,Juvenile fiction,Protected DAISY,Fiction,Accessible book,Truth,Princesses,Truthfulness and falsehood,Birds"
There's a Bug on My Arm that Won't Let Go,"Children's fiction,Picture books"
Up on Deck,"Animals, pictorial works,Picture books,Animals, juvenile literature,Readers"
Living Fossils,"Plants,Plants, juvenile literature,Picture books"
Roy Digs Dirt,"Children's fiction,Dogs, fiction,Picture books"
There Is a Tribe of Kids,"Children's fiction,Picture books"
Brian Wildsmith's birds,"Picture books,Juvenile fiction,Photography of birds,Accessible book,Protected DAISY,Juvenile literature,Birds,Pictorial works"
Disney Frozen - Anna's Friends Sound Book - PI Kids,"Short stories,Children's fiction,Picture books"
Henry and the Valentine surprise,"School stories,Picture books,Accessible book,Teachers in fiction,Juvenile fiction,Valentine's day, fiction,Schools in fiction,Fiction,Kindergarten,Kindergarten in fiction,Teachers,Protected DAISY,Schools,Valentine's Day in fiction,Children's fiction,Picture books for children,Valentine's Day"
"Giraffe, Giraffe What Will You Wear Today?","Stories in rhyme,Children's fiction,Toy and movable books,Picture books"
Dinosaur Galore!,"Dinosaurs,Dinosaurs, juvenile literature,Toy and movable books,Picture books"
MESSY PIG,"Pigs, fiction,Children's fiction,Toy and movable books,Picture books"
Teddy Bear Tales Book & CD Set,"Bears, fiction,Children's fiction,Picture books"
Fall Is For Friends (Suzy's Zoo),"Picture books,Juvenile fiction,Fiction,Autumn,Seasons,Leaves,Fall foliage"
Busy boats,"Ships, fiction,Boats and boating,Accessible book,Harbors, fiction,Ships,Picture books,Pictorial worksJuvenile literature,Boats and boating, fiction,Protected DAISY,Juvenile literature,Children's fiction,Harbors,Pictorial works"
Under the Love Umbrella,"Children's fiction,Picture books"
Just Like Daddy,"Children's fiction,Picture books"
Louanne Pig in the Perfect Family (Nancy Carlson's Neighborhood),"Family life, fiction,Picture books,Children's fiction"
Tom Gets Fit: And Other Stories (New Way: Learning with Literature (Red Level)),"Picture books,Readers,Accessible book,Readers (Primary),Fiction,Cats,Protected DAISY"
The nursery book,Picture books
"The little soul and the earth, I'm somebody!","Picture books,God,Guardian angels,Fiction,Parables,Spiritual life,Picture books for children"
"Keep your socks on, Albert!","Picture books,Storytelling,Oppossums,Accessible book,Juvenile fiction,Teasing,Socks,Fiction,Easy readers,Protected DAISY,Lost articles,Brothers and sisters"
The treasure,"Animals,Picture books,Frogs,Picture books for children,Juvenile fiction,Fiction,Cats,Protected DAISY,Mice,Friendship,Accessible book,Pirates"
Learn to read with Jen the hen,"Picture books,Accessible book,Chickens,Fiction,Protected DAISY,Hens,Hiding places"
Birds and beasts,"Animals,Picture books,Fiction"
Bunny's Big Surprise,"Rabbits, fiction,Eggs, fiction,Picture books,Children's fiction,Alligators, fiction"
Jane and the Magician (Jane),"Magicians,Picture books,Juvenile fiction,Fiction,Knights and knighthood,Fairy tales,Children's stories,Protected DAISY,Dragons,Accessible book"
Thomas & Friends,"Picture books,Children's fiction,Thomas, the tank engine (fictitious character), fiction"
Muffins for Mummies,"Stories in rhyme,Children's fiction,Picture books"
Thomas & Friends,"Picture books,Children's fiction,Thomas, the tank engine (fictitious character), fiction"
Thomas & Friends,"Picture books,Children's fiction,Thomas, the tank engine (fictitious character), fiction"
A Bedtime Journey,"Bedtime, fiction,Children's fiction,Picture books"
A Ladybird buggy book,"Vocabulary, juvenile literature,Animals, juvenile literature,Animals,Picture books,Vocabulary"
Hide and Spot,"Puzzles,Puzzles, juvenile literature,Zoo animals,Picture books,Zoo animals, juvenile literature"
Dr. Xargle's Book of Earth Tiggers (Dr Xargle),"Picture books,Doctor Xargle (Fictitious character),Juvenile fiction,Protected DAISY,Fiction,Cats,Life on other planets,Accessible book,Pictorial works"
Play Time,"Recreation,Animals,Picture books,Vocabulary,Vocabulary, juvenile literature,Animals, juvenile literature"
Creatures of the sea,"Fishes,Marine animals,Juvenile literature,Picture books,Pictorial works"
"Creepy, crawly creatures","Reptiles,Juvenile literature,Picture books,Amphibians"
Disney Parks Presents : Pirates of the Caribbean,"Pirates, fiction,Caribbean area, fiction,Children's fiction,Picture books"
Singing Shijimi Clams,"Clams,Preschool Picture Story Books,Juvenile fiction,Determination (Personality trait),Fiction,Accessible book,Cats,Old age,Witches,Protected DAISY,Kindness,Pets,Children: Kindergarten,Decision making,Picture books"
Penguin moon,"Animals,Picture books,Accessible book,Fiction,Penguins,Protected DAISY,Juvenile fiction"
Chloe's snowy day,"Weather,Animals,Picture books,Board books,Juvenile fiction,Snow,Fiction,Cats,Protected DAISY,Accessible book"
There's a Unicorn in Town,"Children's fiction,Picture books"
Things That Grow,"Natural history,Natural history, juvenile literature,Picture books"
Under the Same Sky,"Stories in rhyme,Children's fiction,Toy and movable books,Picture books"
Where I Belong,"Children's fiction,Picture books"
The Royal Baby's Big Red Bus Tour of London,"Picture books,Children's fiction,London (england), fiction"
Chanel Fashion Review Paper Dolls in Full Color,"Paper dolls, juvenile literature,Picture books"
Legendary Baseball Stars Paper Dolls in Full Color,"Paper dolls, juvenile literature,Picture books"
Marilyn Monroe paper dolls,"Picture books for children,Picture books"
Great fashion designs of the fifties,"Paper dolls, juvenile literature,Picture books"
American Family of the Colonial Era Paper Dolls in Full Color,"Paper dolls, juvenile literature,Picture books"
American Family of the Civil War Era Paper Dolls in Full Color,"Paper dolls, juvenile literature,Picture books"
Who Likes Pancakes?,"Readers (Elementary),Accessible book,Children's poetry,Picture books,Protected DAISY"
Going to School,"Picture books,Accessible book,School children,Protected DAISY,Juvenile literature,Pictorial works"
"A gopher in the garden, and other animal poems","Animals,Picture books,Juvenile poetry,Accessible book,Poetry,Protected DAISY,Children's poetry, American"
Visions of heaven,"Flies,Heaven,Picture books,Abrahamic religions,Picture books for children,Juvenile fiction,Christianity,Religion,Humorous stories,Fiction,Specimens"
Lately Lily,"Picture books,Travel,Fiction,Juvenile fiction,Best friends,Friendship,Children's fiction"
Goal!,"Soccer,Juvenile literature,Picture books,Soccer, juvenile literature"
Teddy bear addition,"Arithmetic, juvenile literature,Picture books,Addition,Accessible book,Protected DAISY,Juvenile literature,Arithmetic"
Ladybug Girl ready for snow,"Winter,Toy and movable books,Juvenile fiction,Board books,Snow,Ladybugs, fiction,Clothing and dress,Fiction,Children's fiction,Picture books"
Jumping Jack,"Horses,Confidence,Self-confidence,Picture books,Show jumping,Juvenile fiction,Show jumpers (Persons),Fiction,Show jumpers (Horses),Children's fiction"
Pretty Minnie in Paris,"Fashion,Picture books,Accessible book,Dogs,Paris (france), fiction,Fashion shows,Dogs, fiction,Protected DAISY,Chihuahua (Dog breed),Fiction,Children's fiction"
0 sui dong dong ka,"Picture books for children,Picture books,Toy and movable books"
Sonic saga series,"Picture books,Children's fiction,Cartoons and comics"
"Hana Hashimoto, sixth violin","Picture books,Talent shows,Juvenile fiction,Fiction,Violin,Children's fiction"
Chick-o-Saurus Rex,"Tyrannosaurus rex,picture books,juvenile fiction,Chickens,Fiction,Dinosaurs,Courage,juvenile literature"
Can one balloon make an elephant fly?,"Flight,picture books,Mother and child,Zoo animals,Fiction,Balloons,curiosity,science,juvenile literature"
Daddy hugs,"Forest animals,Picture books,Juvenile fiction,Hugging,Fiction,Father and child,Children's fiction"
Hands say love,"Love,Picture books,Accessible book,Fiction,Stories in rhyme,Protected DAISY,Love, fiction,Hand,Children's fiction"
Albie's first word,"Picture books,Juvenile fiction,Childhood and youth,Speech,Physicists, fiction,Fiction,Children's fiction"
Plants =,"Plants,Children's encyclopedias and dictionaries,Picture books,Toy and movable books,Encyclopedias and dictionaries,Plants, juvenile literature,Juvenile literature"
Frankenstein's fright before Christmas,"Mothers, fiction,Picture books,Juvenile fiction,Christmas stories,Monsters,Stories in rhyme,Children's fiction,Pictorial works"
Maddi's Fridge,"Poor,Picture books,Hunger,Friendship,Juvenile fiction,Fiction,Social Themes,Accessible book,Homelessness & Poverty,Protected DAISY,Best friends,Children's fiction,Picture books for children,JUVENILE FICTION"
